Dwadasha Jyotirlinga	https://media-cdn.tripadvisor.com/media/photo-s/06/a0/ec/ed/dwadasha-jyotirlinga.jpg	different parts,beautiful temple,worth visit,positive energy,bangalore city,main road,small hill,under one roof,nice place,lord shiva,jss,veda,gush,kgs,bronze,hymns,shivay,tower,sri,heaviest	http://maps.google.co.in/maps?daddr=Omkar+Hills%2C+Shrinivasapura%2C+Bangalore+-+560+060+Karnataka%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Chikka Tirupati Temple	https://media-cdn.tripadvisor.com/media/photo-s/06/70/42/83/entrance-goparam.jpg	hope farm,sarjapur road,festival days,white field,natural rock,main idol,sri prasanna,fresh vegetables,outer ring road,bangalore city,calm place,junction,poojas,kms,god,route,agni,lord,nh207,shaving	http://maps.google.co.in/maps?daddr=National+Highway+207%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Bangalore Central Mall	https://media-cdn.tripadvisor.com/media/photo-s/08/3d/44/c9/bangalore-central-mall.jpg	jp nagar,big bazaar,food court,village restaurant,ragigudda temple,great collection,fifth floor,men women,branded items,during weekends,tag line,window shopping,all ages,shopping options,food joints,under one roof,car parking,visit this place,mg road,inox	http://maps.google.co.in/maps?daddr=45%2F1%2C+45%2F2%2C+45th+Cross%2C+J.P.+Nagar%2C+2nd+Phase+%7C+Near+Ragigudda+Temple%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Ulsoor Lake	https://media-cdn.tripadvisor.com/media/photo-s/03/96/85/eb/ulsoor-lake.jpg	lovely lake,boating facility,morning jogs,jogging track,nice boating experience,enjoy boating,maintenance required,nice jogging,big lake,children play,cleaned up,morning evening,morning walk,young couples,man made lake,olden days,bangalore trip,elderly people,close to nature,peaceful place	http://maps.google.co.in/maps?daddr=Ulsoor%2C+Halasuru+%7C+Near+MG+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Big Banyan Tree	https://media-cdn.tripadvisor.com/media/photo-s/02/63/e1/f9/big-banyan-tree.jpg	mysore road,picnic spot,acres of land,single tree,bus station and railway station,natural wonder,monkey menace,carrying food,dental college,immediate vicinity,open food,half day trip,spread across acres,small temple,large area,visit this place,calm place,decent place,food items,nature lovers	http://maps.google.co.in/maps?daddr=Bangalore+_+Mysore+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Karnataka High Court	https://media-cdn.tripadvisor.com/media/photo-s/07/50/e1/e6/high-court.jpg	heritage building,attara kacheri,roman style,red building,cubbon park,situated opposite,legislative assembly,worth a visit,offices,pil,stone,symbol,architecture,houses,importance,greco,presently,halls,mysore,government	http://maps.google.co.in/maps?daddr=Raj+Bhavan+Road%2C+Dr.+Ambedkar+Veedhi%2C+Attanakatochery%2C+Bengaluru+%28Bangalore%29%2C+India	"[""[u'10:00 - 17:00']""]"	places	{}
Royal Meenakshi Mall	https://media-cdn.tripadvisor.com/media/photo-s/07/00/c0/96/royal-meenakshi-mall.jpg	hyper city,bannerghatta road,masala,food court is,recreational activities,hassle free,food outlets,watch movies,shoppers stop,movie experience,parking space,many options,bowling alley,friends and family,cinepolis,tgif,hypercity,amoeba,fusion,rajdhani	http://maps.google.co.in/maps?daddr=13th+Cross%2C+Hulimaavu%2C+Bannerghatta+Main+Road%2C+Bengaluru+%28Bangalore%29%2C+India	"[""[u'12:00 - 3:00']""]"	places	{}
Ghati Subramanya Temple	https://media-cdn.tripadvisor.com/media/photo-s/06/c7/a0/54/subraymaya-lord.jpg	facing west,fresh vegetables,single stone,huge mirror,located approximately,nearest railway station is,buses ply,reached home,start early,sacred place,own vehicle,wonderful trip,festival days,pooja items,kms from bangalore,free lunch,karnataka state,main deity,early morning,day trip	http://maps.google.co.in/maps?daddr=Doddaballapura+%7C+Near+Tubagere%2C+Bengaluru+%28Bangalore%29+561203%2C+India	[]	places	{}
Kaikondrahalli Lake	https://media-cdn.tripadvisor.com/media/photo-s/07/c9/e9/54/kaikondrahalli-lake.jpg	sarjapur road,migratory birds,bird watching,total mall,early morning,morning walk,planned activities,billed storks,lake offers,brahminy kites,bird sanctuary,painted storks,concrete jungle,lake side,breathing space,fresh air,hustle bustle,an awesome experience,nice place,lakes	http://maps.google.co.in/maps?daddr=Sarjapur+Road+%7C+Kaikondrahalli+Village%2C+Bengaluru+%28Bangalore%29+560035%2C+India	[]	places	{}
Ezz Holidays	https://static.tacdn.com/img2/branding/TA_550x370.png		http://maps.google.co.in/maps?daddr=Domlur+%7C+No.74%2C+Shiva+Ganga+Complex%2C+Bengaluru+%28Bangalore%29+560071%2C+India	[]	places	{}
Holy Trinity Church	https://media-cdn.tripadvisor.com/media/photo-s/06/11/ff/6e/trinity-church.jpg		http://maps.google.co.in/maps?daddr=Trinity+circle%2C+MG+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Hebbal lake	https://media-cdn.tripadvisor.com/media/photo-s/05/af/69/89/hebbal-lake.jpg	northern range,bird watchers,esteem mall,ring road,majestic bus stand,boat ride,bangalore city,early morning,birding,lakes,journey,charges,boating,beauty,visitors,place	http://maps.google.co.in/maps?daddr=NH-7%2C+Bellary+Road%2C+Outer+Ring+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Gopalan Signature Mall	https://media-cdn.tripadvisor.com/media/photo-s/07/1b/6c/dc/newly-opened-shops.jpg	shoppers stop,pizza hut,kids play area is,reliance trends,watching movies,ground floor,big brands,branded shops,mcdonalds,bowling,snooker,puma,archery,monkeys,factory,architecture,houses	http://maps.google.co.in/maps?daddr=No.+6%2C+CV+Raman+Nagar%2C+Old+Madras+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Venkatappa Art Gallery and Government Museum	https://media-cdn.tripadvisor.com/media/photo-s/02/b4/f6/ed/venkatappa-art-gallery.jpg	on display,centuries,sculptor,swords,instruments	http://maps.google.co.in/maps?daddr=Kasturba+Road+%7C+Cubbon+Park%2C+Gandhi+Nagar%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Gopalan Innovation Mall	https://media-cdn.tripadvisor.com/media/photo-s/07/48/de/c5/entrance.jpg	shopping options,theatre experience,bowling arena,pantaloons,malls,entertaining,stalls,games	http://maps.google.co.in/maps?daddr=JP+Nagar+3rd+Phase%2C+Bannerghatta+Main+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Butterfly Park	https://media-cdn.tripadvisor.com/media/photo-s/09/70/71/b9/bengaluru-bangalore.jpg	artificial waterfall,interesting place to visit,butterflies,visual,audio,bannerghatta,museum,nature,flowers	http://maps.google.co.in/maps?daddr=+%7C+Banerghatta+Biological+Park%2C+Bengaluru+%28Bangalore%29+560083%2C+India	[]	places	{}
Madiwala Lake	https://media-cdn.tripadvisor.com/media/photo-s/07/47/0f/6b/madiwala-lake.jpg	btm layout,migratory birds,jogging track,ample parking space,calm place,boating,lakes,joggers,benches,wheeled,polluted,pm,nature	http://maps.google.co.in/maps?daddr=Bannerghatta+Road%2C+Bengaluru+%28Bangalore%29+560068%2C+India	[]	places	{}
Gopalan Arcade Mall	https://media-cdn.tripadvisor.com/media/photo-s/06/d8/a1/51/gopalan-arcade.jpg	mysore road,bazaar,factory,rr,kfc,nagar,cinema,multiplex,brand,shopping	http://maps.google.co.in/maps?daddr=Plot+No.+447%2F1812%2C+Pantharapalya%2C+Mysore+Road%2C+Rajarajeswari+Nagar%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Thrillophilia Anthargange Adventure	https://media-cdn.tripadvisor.com/media/photo-s/03/5b/59/00/thrillophilia-anthargange.jpg	cave exploration,night trek,kolar,trekkers,caving,rocks,trekking,relaxation,pm,nature	http://maps.google.co.in/maps?daddr=Kolar+District%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
VR Bengaluru	https://media-cdn.tripadvisor.com/media/photo-s/0a/b9/c9/98/getlstd-property-photo.jpg	phoenix mall,gold class,x men,fun city,imax screen,fashion brands,cafe noir,food court is,crossword,superdry,waverly,recharge,outlets,cinema,movie,shopping	http://maps.google.co.in/maps?daddr=Whitefield+Main+Road+%7C+Mahadevpura%2C+Bengaluru+%28Bangalore%29+560048%2C+India	[]	places	{}
Inorbit Mall	https://media-cdn.tripadvisor.com/media/photo-s/04/0f/7b/44/quiznos-inorbit-mall.jpg	shopping options,friday lunch,indian food,shoppers stop,food court,whitefield,hypercity,kfc,varieties,reliant	http://maps.google.co.in/maps?daddr=+%7C+No.+75%2C+EPIP+Area%2C+Whitefield%2C+Bengaluru+%28Bangalore%29+560066%2C+India	[]	places	{}
Sangama at Mecedatu	https://media-cdn.tripadvisor.com/media/photo-s/03/ba/b0/42/sangama-at-mecedatu.jpg	day trip,narrow gorge,check post,taking bath,kanakapura road,nice place,natural beauty,coracle,river,carvery,km,crossing,gorges,downstream,picnic,veg,play,fees	http://maps.google.co.in/maps?daddr=Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Sree Tirumala Giri Lakshmi Venkateswara Swami Temple	https://static.tacdn.com/img2/branding/TA_550x370.png		http://maps.google.co.in/maps?daddr=9th+Cross+80ft+Road+JP+Nagar+2nd+Phase%2C+Bengaluru+%28Bangalore%29+560078%2C+India	[]	places	{}
Guruvayur Temple, Nettigere, Bangalore	https://media-cdn.tripadvisor.com/media/photo-s/06/78/3d/cc/temple.jpg	kanakapura road,kerala style,calm place,lotus,priest,puja,blessing,school,dhoti,ardent,outskirts,board,kms,idol,pm,god	http://maps.google.co.in/maps?daddr=Nettigere%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Chinnappanahalli Lake Park	https://media-cdn.tripadvisor.com/media/photo-s/0b/ce/9f/6b/20160701-075211-largejpg.jpg		http://maps.google.co.in/maps?daddr=Srinivasa+Reddy+Layout%2C+Bengaluru+%28Bangalore%29+560037%2C+India	[]	places	{}
Ramakrishna Math	https://media-cdn.tripadvisor.com/media/photo-s/0a/b5/17/05/ramakrishna-math.jpg	swami vivekananda,bull temple road,bookshop,bhajans,meditation,devotees,place	http://maps.google.co.in/maps?daddr=Swami+Vivekananda+Road%2C+Ulsoor%2C+Bengaluru+%28Bangalore%29+560008%2C%2C+India	[]	places	{}
Sri Garuda Swagath Mall	https://static.tacdn.com/img2/branding/TA_550x370.png		http://maps.google.co.in/maps?daddr=Tilak+Nagar+Main+Road+Phase%2C+Jaya+Nagar+4th+T+Block%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Nijagal Betta	https://media-cdn.tripadvisor.com/media/photo-s/05/f4/bd/3c/nijagal-betta.jpg	awesome place,trek,fog,kamat,nature	http://maps.google.co.in/maps?daddr=Bangalore-Tumkur+Highway%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Bangalore Aquarium	https://media-cdn.tripadvisor.com/media/photo-s/05/2d/c4/20/fish2.jpg	shaped building,aquatic life,kasturba road,tetra,angle,varieties,siamese,childhood,pm,govt	http://maps.google.co.in/maps?daddr=Cubbon+Park%2C+Kasturba+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Fame Shankarnag Theatre	https://media-cdn.tripadvisor.com/media/photo-s/03/bb/12/9a/fame-shankarnag-theatre.jpg	public utility,sound quality,brigade road,mg road,the heart of the city,tallest,landmark,tickets	http://maps.google.co.in/maps?daddr=Old+Symphony%2C+Mg+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Banashankari Temple	https://media-cdn.tripadvisor.com/media/photo-s/09/70/c7/ef/banashankari-temple.jpg	kanakapura road,metro station,goddess,peels,pulp,weapons,poojas,forest,auspicious,incarnation,devotees,installed	http://maps.google.co.in/maps?daddr=Kanakapura+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Kadu Malleshwara Temple	https://media-cdn.tripadvisor.com/media/photo-s/07/e0/bb/c9/kadu-malleshwara-temple.jpg	dravidian style of architecture,sai baba,shivaji,forest,vicinity,century,performed	http://maps.google.co.in/maps?daddr=+%7C+Malleshwaram%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Panchamukhi Ganesha Temple	https://media-cdn.tripadvisor.com/media/photo-s/09/7b/5b/97/panchamukhi-ganesha-temple.jpg		http://maps.google.co.in/maps?daddr=Kengeri%2C+Mysore+Road%2C+Bengaluru+%28Bangalore%29+560060%2C+India	[]	places	{}
Sri Lakshmi Narasimha Temple	https://static.tacdn.com/img2/branding/TA_550x370.png	devotion,kadu,prasadam,lord,devotees,malleswaram	http://maps.google.co.in/maps?daddr=15th+Cross+Rd+%7C+Vyalikaval%2C+Malleshwara%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
The Martin Farm	https://media-cdn.tripadvisor.com/media/photo-s/04/b9/ee/b2/the-martin-farm.jpg	farm animals,small play area,carry your own,rope bridge,feeding sessions,domestic animals,mule,rs150	http://maps.google.co.in/maps?daddr=Sarjapur+Road%2C+%7C+Chikkabelandur%2C+Bengaluru+%28Bangalore%29%2C+India	"[""[u'10:00 - 18:00']""]"	places	{}
Venkateshwara Temple	https://static.tacdn.com/img2/branding/TA_550x370.png	main deity,nagar,gods,tirupati,devotees	http://maps.google.co.in/maps?daddr=10th+Cross%2C+Phase+II%2C+J+P+Nagar%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Central Mall	https://media-cdn.tripadvisor.com/media/photo-s/0a/d9/9f/c5/bellandur-mall-2.jpg		http://maps.google.co.in/maps?daddr=Outer+Ring+Road+%7C+Bellandur%2C+Bengaluru+%28Bangalore%29+560103%2C+India	[]	places	{}
Sri Vani Science Park	https://media-cdn.tripadvisor.com/media/photo-s/03/bb/4f/ee/sri-vani-science-park.jpg		http://maps.google.co.in/maps?daddr=%22Hanumavana%22+16+KM+off+Magadi+Road%2C+Bapagram%2C+Bengaluru+%28Bangalore%29+560+091%2C+India	[]	places	{}
Turahalli Forest	https://media-cdn.tripadvisor.com/media/photo-s/07/10/9d/76/trail-ride-in-turahalli.jpg	eucalyptus trees,off road,rock climbing,trail,hiking	http://maps.google.co.in/maps?daddr=Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Tirumala Tirupati Devasthanam	https://media-cdn.tripadvisor.com/media/photo-s/06/64/3a/9f/getlstd-property-photo.jpg		http://maps.google.co.in/maps?daddr=East+End+Road+%7C+32nd+E+Cross%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
National Military Memorial	https://media-cdn.tripadvisor.com/media/photo-s/06/b0/bb/85/wz-an-awsome-place.jpg	their lives,musical fountain,the heart of the city,soldiers,tribute,tanks,railway,bridge,missile,patriotic,tanker,engine,planetarium,premises,indian,park,trees,place	http://maps.google.co.in/maps?daddr=Raj+Bhavan+Road%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Rockline Mall	https://static.tacdn.com/img2/branding/TA_550x370.png	factory,kfc,metro,brand,cinema,multiplex,hangout	http://maps.google.co.in/maps?daddr=No.+8%2C+Jalahalli+Cross%2C+Chokkasandra%2C+Yeswanthpur%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Grover Zampa Vineyards	https://static.tacdn.com/img2/branding/TA_550x370.png	plastic lawn chairs,warm things,barrel tables,la reserve,wine tasting session,improvement	http://maps.google.co.in/maps?daddr=Devanahalli+Road+%7C+63%2C+Raghunathapura%2C+Bengaluru+%28Bangalore%29+561203%2C+India	[]	places	{}
Kempegowda Tower	https://media-cdn.tripadvisor.com/media/photo-s/08/e9/d0/70/kempegowda-tower.jpg	double road,ulsoor lake,boundaries,founder,hillock,gowri	http://maps.google.co.in/maps?daddr=Lalbagh+Gardens%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Sri Ranganatha Swamy Temple	https://media-cdn.tripadvisor.com/media/photo-s/0a/77/9b/d4/photo0jpg.jpg		http://maps.google.co.in/maps?daddr=Kalkunte+Agrahara%2C+near+Chikka+Tirupathi%2C+Bangalore+Rural+District%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
Maha Bodhi Society Temple	https://media-cdn.tripadvisor.com/media/photo-s/03/bd/dd/ae/maha-bodhi-society-temple.jpg		http://maps.google.co.in/maps?daddr=14%2C+Kalidasa+Road%2C+Gandhinagar%2C+Bengaluru+%28Bangalore%29%2C+India	[]	places	{}
